-1.437397,0.1052113
-1.495527,-9.60E-02
-1.617072,-0.02891064
-1.553657,0.06210041
-1.553657,0.1794567
-1.611787,-0.07441521
-1.611787,-0.002565384
-1.669917,-0.1007605
-1.733332,0.009409904
-1.791462,-0.05525589
-1.913006,0.1028156
-1.913006,0.02377987
-1.971136,-0.04088497
-2.029266,-0.06483555
-2.092681,0.02138519
-2.087396,-0.08160114
-2.145526,-0.03130531
-2.145526,0.04294014
-2.203656,0.01659489
-2.272356,0.004619598
-2.330486,0.05491543
-2.388616,-0.0384903
-2.51016,-0.00496006
-2.56829,-0.01693535
-2.56829,0.03814983
-2.51016,-1.69E-02
-2.56829,0.2153816
-2.56829,-0.02651501
-2.62642,-0.04088497
-2.68455,-5.32E-01
-2.68455,-0.08878613
-2.74268,0.2393322
-2.864225,0.1698761
-2.80081,0.08605099
-2.85894,6.45E-02
-2.91707,-0.06244087
-2.91707,0.1818514
-3.03333,0.1100006
-3.03333,-0.1342907
-3.03333,0.1123962
-3.09146,0.0740757
-3.09146,1.03E-01
-3.154875,-0.1726112
-3.213005,0.09323597
-3.271135,0.05970573
-3.329265,-0.09597111
-3.329265,0.3734531
-3.329265,0.09802532
-3.329265,-0.2061415
-3.45081,1.67E-01
-3.440241,-2.57E-03
-3.440241,-0.1151314
-3.498371,-0.2109318
-3.619915,0.05012512
-3.619915,-7.35E-03
-3.678045,0.1602964
-3.74146,-0.05525589
-3.863004,0.0573101
-3.921134,0.09802532
-3.921134,0.03575516
-3.921134,-0.1007605
-3.979264,0.04773045
-3.979264,0.09802532
-3.979264,0.2321472
-3.979264,-0.0432806
-4.042679,0.04054546
-4.042679,0.09323597
-4.158939,0.2632818
-4.217069,-0.02172565
-4.211784,-0.05286026
-4.211784,0.04773045
-4.269915,0.2345419
-4.328045,0.02857018
-4.391459,0.1507158
-4.507719,0.100421
-4.507719,0.1291609
-4.565849,0.08365536
-4.565849,-0.08878613
-4.565849,0.04294014
-4.629264,0.1171856
-4.629264,0.01180458
-4.687394,0.01180458
-4.687394,-0.07202053
-4.745524,-0.02172565
-4.803654,0.05252075
-4.861784,-0.01453972
-4.919914,0.0573101
-4.919914,-0.146266
-5.041459,-0.009750366
-5.041459,0.03096485
-5.099588,0.1147909
-5.157719,-0.02891064
-5.215849,0.1291609
-5.284548,0.1435308
-5.400808,0.01180458
-5.400808,-0.009750366
-5.395523,0.009409904
-5.395523,0.3423176
-5.395523,0.2153816
-5.453653,0.009409904
-5.511784,0.08126068
-5.511784,-0.1055508
-5.575198,0.1339512
-5.633328,0.3016024
-5.691458,0.03575516
-5.691458,-7.92E-02
-5.691458,0.03096485
-5.633328,-0.002565384
-5.691458,-4.57E-02
-5.807718,-0.01933002
-5.865848,-0.1007605
-5.923978,0.002224922
-5.987392,-0.03609562
-6.045523,0.09802532
-6.108937,0.04773045
-6.045523,-1.68E-01
-6.103653,0.2105913
-6.161783,0.06449509
-6.283327,-0.06483555
-6.399588,0.02377987
-6.399588,0.02138519
-6.399588,3.26E-01
-6.336173,0.0261755
-6.394303,-0.01214504
-6.452433,0.04054546
-6.573977,0.06210041
-6.510563,0.01659489
-6.632108,0.04773045
-6.632108,-0.1295013
-6.753652,0.1243706
-6.875196,-0.1055508
-6.933327,-0.08878613
-6.991457,-0.03369999
-7.049587,0.02377987
-7.049587,0.06210041
-7.049587,-0.09597111
-7.171131,-0.01693535
-7.171131,-0.1965618
-7.287392,0.01420021
-7.287392,0.078866
-7.282107,-1.13E-01
-7.403651,-0.244462
-7.398367,-0.05525589
-7.456497,-0.131896
-7.519912,0.06449509
-7.519912,0.1363459
-7.578042,0.06689072
-7.636171,-0.0432806
-7.636171,0.02138519
-7.694302,0.02857018
-7.689017,0.01659489
-7.689017,1.48E-01
-7.747147,-0.0432806
-7.747147,0.002224922
-7.863407,0.1579008
-7.926822,0.0261755
-7.926822,-0.02412033
-7.926822,0.09802532
-7.916253,0.1100006
-7.979667,-0.06244087
-8.037797,0.007015228
-8.154058,0.01420021
-8.090643,-0.01933002
-8.212187,0.1243706
-8.275602,0.1387415
-8.333732,9.41E-03
-8.391862,-0.05046558
-8.508121,0.1195812
-8.502837,0.01659489
-8.629666,-0.1127357
-8.687797,9.41E-03
-8.745927,-0.00496006
-8.804056,-0.1486616
