# Simulation 9 (Data loaded from a file)
# 493 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.01,0.001,0.23,22.966,0.23,22.966,0,0,0,0,0,0,28.590593977,-80.6151617749,9.792,84.3966832228,0,0,0,5139,511,0.981,0.006,NaN,85.9,NaN,0.007,2.684e5,168.344,3.791e-5,0.643,0.001,0.464,0.149,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.94e-5,10,80,90.0116696151,0,2.338,15,1013,340.389,0.01,0.006
0.02,0.008,1.115,88.519,1.115,88.519,0,0,0,0,0,0,28.590593977,-80.6151617749,9.792,64.6869350703,0,0,0,5137,510,0.98,0.006,NaN,85.9,NaN,0.008,2.981e5,505.031,0.003,0.632,0.101,0.453,0.149,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.427e-4,10,80,90.0116696151,0,2.36,15,1013,340.389,0.01,0.007
# Event LIFTOFF occurred at t=0.03 seconds
0.03,0.026,2.533,141.937,2.533,141.937,0,0,0,0,0,0,28.590593977,-80.6151617749,9.792,43.2010177529,0,0,0,5134,507,0.979,0.006,NaN,85.9,NaN,0.01,3.972e5,779.013,0.025,0.604,0.429,0.425,0.149,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.244e-4,10,80,90.0116696151,0,2.381,15,1013,340.389,0.01,0.007
0.04,0.059,3.985,145.196,3.985,145.196,0,0,0,0,0,0,28.590593977,-80.6151617749,9.792,31.1116082756,0,0,0,5130,503,0.977,0.006,NaN,85.8,NaN,0.014,5.316e5,795.21,0.065,0.578,0.624,0.399,0.149,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.102e-4,10,80,90.0116696151,0,2.403,15,1013,340.389,0.01,0.008
0.05,0.106,5.415,143.021,5.415,143.021,0,0,0,0,0,0,28.590593977,-80.6151617749,9.792,24.121523175,0,0,0,5127,499,0.976,0.006,NaN,85.8,NaN,0.017,6.778e5,783.539,0.117,0.558,0.69,0.379,0.149,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.933e-4,10,80,90.0116696151,0,2.424,14.999,1013,340.388,0.01,0.008
0.06,0.167,6.823,140.842,6.823,140.842,0,0,0,0,0,0,28.590593977,-80.6151617749,9.792,19.5951565935,0,0,0,5123,495,0.975,0.006,NaN,85.7,NaN,0.021,8.275e5,771.867,0.177,0.543,0.701,0.364,0.149,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.735e-4,10,80,90.0116696151,0,2.431,14.999,1013,340.388,0.01,0.009
0.07,0.242,8.209,138.657,8.209,138.657,0,0,0,0,0,0,28.590593977,-80.6151617749,9.792,16.5584802793,0,0,0,5119,492,0.973,0.006,NaN,85.7,NaN,0.025,9.783e5,760.195,0.243,0.531,0.69,0.352,0.149,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,10,80,90.0116696151,0,2.438,14.998,1013,340.388,0.01,0.009
0.08,0.331,9.574,136.591,9.574,136.591,0,0,0,0,0,0,28.590593977,-80.6151617749,9.792,14.3239448783,0,0,0,5116,488,0.972,0.006,NaN,85.6,NaN,0.029,1.129e6,749.168,0.314,0.521,0.668,0.342,0.149,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,10,80,90.0116696151,0,2.446,14.998,1013,340.388,0.01,0.01
0.09,0.433,10.924,135.037,10.924,135.037,0,0,0,0,0,0,28.590593977,-80.6151617749,9.792,12.6623672724,0,0,0,5112,485,0.971,0.006,NaN,85.6,NaN,0.033,1.279e6,740.786,0.387,0.513,0.642,0.334,0.149,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,10,80,90.0116696151,0,2.453,14.997,1013,340.387,0.01,0.01
0.1,0.549,12.259,133.534,12.259,133.534,0,0,0,0,0,0,28.590593977,-80.6151617749,9.792,11.3445643436,0,0,0,5109,481,0.969,0.006,NaN,85.5,NaN,0.037,1.428e6,732.691,0.469,0.51,0.623,0.331,0.149,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,10,80,90.0116696151,0,2.46,14.996,1013,340.387,0.01,0.011
0.11,0.679,13.579,132.029,13.579,132.029,0,0,0,0,0,0,28.590593977,-80.6151617749,9.792,10.0840571943,0,0,0,5105,478,0.968,0.006,NaN,85.5,NaN,0.041,1.576e6,724.596,0.556,0.51,0.608,0.331,0.149,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,10,80,90.0116696151,0,2.422,14.996,1013,340.386,0.01,0.011
0.12,0.821,14.884,130.52,14.884,130.52,0,0,0,0,0,0,28.590593977,-80.6151617749,9.792,9.1100289426,0,0,0,5102,474,0.967,0.006,NaN,85.5,NaN,0.044,1.722e6,716.501,0.65,0.51,0.595,0.331,0.149,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,10,80,90.0116696151,0,2.384,14.995,1013,340.386,0.01,0.011
0.13,0.976,16.173,128.916,16.173,128.916,0,0,0,0,0,0,28.590593977,-80.6151617749,9.792,8.2505922499,0,0,0,5099,471,0.965,0.006,NaN,85.4,NaN,0.048,1.867e6,707.955,0.749,0.51,0.583,0.331,0.149,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,10,80,90.0116696151,0,2.345,14.994,1013,340.385,0.01,0.012
0.14,1.144,17.442,126.943,17.442,126.943,0,0,0,0,0,0,28.590593977,-80.6151617749,9.792,7.5630428957,0,0,0,5095,468,0.964,0.006,NaN,85.4,NaN,0.052,2.01e6,697.555,0.854,0.51,0.574,0.331,0.149,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,10,80,90.0116696151,0,2.307,14.993,1013,340.384,0.01,0.012
0.15,1.325,18.691,124.926,18.691,124.926,0,0,0,0,0,0,28.590593977,-80.6151617749,9.792,6.9327893211,0,0,0,5092,465,0.963,0.006,NaN,85.3,NaN,0.055,2.151e6,686.955,0.964,0.51,0.566,0.331,0.149,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,10,80,90.0116696151,0,2.269,14.991,1013,340.384,0.01,0.013
0.16,1.518,19.919,122.906,19.919,122.906,0,0,0,0,0,0,28.590593977,-80.6151617749,9.792,6.474423085,0,0,0,5089,461,0.961,0.006,NaN,85.3,NaN,0.059,2.29e6,676.356,1.083,0.51,0.56,0.331,0.15,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,10,80,90.0116696151,0,2.267,14.99,1013,340.383,0.01,0.013
0.17,1.723,21.128,120.882,21.128,120.882,0,0,0,0,0,0,28.590593977,-80.6151617749,9.792,6.1306484079,0,0,0,5086,458,0.96,0.006,NaN,85.3,NaN,0.062,2.427e6,665.756,1.206,0.51,0.555,0.331,0.15,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,10,80,90.0116696151,0,2.265,14.989,1013,340.382,0.01,0.013
0.18,1.94,22.319,119.088,22.319,119.088,0,0,0,0,0,0,28.590593977,-80.6151617749,9.792,5.7868737308,0,0,0,5082,455,0.959,0.006,NaN,85.2,NaN,0.066,2.563e6,656.357,1.335,0.51,0.551,0.331,0.15,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,10,80,90.0116696151,0,2.262,14.987,1013,340.381,0.01,0.014
0.19,2.169,23.501,118.261,23.501,118.261,0,0,0,0,0,0,28.590593977,-80.6151617749,9.792,5.5003948333,0,0,0,5079,452,0.958,0.006,NaN,85.2,NaN,0.069,2.697e6,651.896,1.469,0.51,0.548,0.33,0.15,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,10,80,90.0116696151,0,2.26,14.986,1013,340.38,0.01,0.014
0.2,2.41,24.676,117.537,24.676,117.537,0,0,0,0,0,0,28.590593977,-80.6151617749,9.792,5.2139159357,0,0,0,5076,449,0.957,0.006,NaN,85.2,NaN,0.073,2.83e6,647.968,1.61,0.51,0.545,0.33,0.15,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,10,80,90.0116696151,0,2.258,14.984,1013,340.379,0.01,0.014
0.21,2.663,25.844,116.811,25.844,116.811,0,0,0,0,0,0,28.590593977,-80.6151617749,9.792,5.0420285972,0,0,0,5073,446,0.955,0.006,NaN,85.1,NaN,0.076,2.963e6,644.04,1.757,0.511,0.543,0.33,0.15,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,10,80,90.0116696151,0,2.273,14.983,1013,340.378,0.01,0.015
0.22,2.927,27.004,116.083,27.004,116.083,0,0,0,0,0,0,28.590593977,-80.6151617749,9.792,4.8701412586,0,0,0,5070,443,0.954,0.006,NaN,85.1,NaN,0.08,3.096e6,640.113,1.91,0.511,0.541,0.33,0.15,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,10,80,90.0116696151,0,2.289,14.981,1013,340.377,0.01,0.015
# Event LAUNCHROD occurred at t=0.23 seconds
0.23,3.203,28.158,115.386,28.158,115.386,0,0,0,0,0,0,28.590593977,-80.6151617749,9.792,4.6982539201,0,0,0,5067,440,0.953,0.006,NaN,85,NaN,0.083,3.227e6,636.362,2.069,0.511,0.539,0.33,0.15,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,10,80,90.0116696151,0,2.304,14.979,1013,340.376,0.01,0.016
0.245,3.638,29.879,114.705,29.879,114.707,-8.246e-5,0,8.246e-5,180.0233392301,0.011,0.746,28.590593977,-80.6151617749,9.792,4.4117750225,0,0.9740282517,1.2049302432e-4,5063,435,0.951,0.006,114.7,85,2.973,0.088,3.423e6,632.598,2.317,0.511,0.537,0.33,0.15,0.03,0.89,2.644,4.557e-4,0,0,0,0,4.328e-4,0.004,10,80,90.0116696151,9.4480740417e-4,2.327,14.976,1013,340.375,0.015,0.016
0.268,4.339,32.437,113.701,32.437,113.703,-5.183e-4,0,5.183e-4,180.0233392301,0.027,0.696,28.590593977,-80.6151617749,9.792,4.0107045659,0,2.5783100781,-1.6174598557e-4,5056,428,0.949,0.006,115.1,84.9,3.02,0.096,3.714e6,627.071,2.707,0.511,0.532,0.33,0.15,0.03,0.791,2.387,4.702e-4,0,0,0,0,0.002,0.004,10,80,89.9543738355,0.0036726595,2.317,14.972,1013,340.372,0.023,0.016
0.301,5.498,36.203,111.528,36.203,111.529,-0.002,6.551e-9,0.002,180.0233392301,0.047,0.446,28.590593977,-80.6151617749,9.792,3.3804509913,-3.7339659509e-7,5.1566201562,-5.4133052484e-4,5046,419,0.945,0.006,115.7,84.8,3.09,0.107,4.142e6,615.517,3.333,0.511,0.527,0.33,0.151,0.03,0.654,2.012,-4.574e-4,0,0,0,0,0.008,0.005,10,80,89.8397822765,0.0032893507,2.288,14.964,1013,340.367,0.034,0.017
0.351,7.442,41.575,107.428,41.575,107.429,-0.005,5.751e-8,0.005,180.0233392301,0.055,0.252,28.590593977,-80.6151617749,9.792,2.6929016371,-6.1650258756e-6,9.1673247221,-0.0011023708,5032,404,0.939,0.006,116.4,84.6,3.176,0.122,4.754e6,594.182,4.351,0.512,0.522,0.33,0.151,0.03,0.508,1.594,7.462e-5,0,0,0,0,0.019,0.005,10,80,89.4387118199,0.0019343055,2.385,14.952,1012,340.36,0.05,0.017
0.401,9.622,46.777,105.438,46.777,105.449,-0.006,1.81e-7,0.006,180.0233392301,0.014,1.5,28.590593977,-80.6151617749,9.792,1.7188733854,5.2219373448e-6,12.8342546109,-8.0271387098e-4,5018,391,0.934,0.006,117.4,84.4,3.293,0.138,5.347e6,583.743,5.447,0.512,0.517,0.33,0.152,0.031,0.315,1.008,-3.142e-4,0,0,0,0,0.029,0.006,10,80,88.9230498043,0.0020397298,2.293,14.937,1012,340.351,0.049,0.017
0.451,12.09,51.922,102.903,51.922,102.949,-0.005,5.512e-7,0.005,179.9660434506,0.097,3.06,28.590593977,-80.6151617749,9.792,0.9740282517,6.3254540582e-7,15.6417478071,-9.8376853424e-4,5005,377,0.928,0.006,118.2,84.3,3.39,0.153,5.934e6,570.894,6.68,0.513,0.514,0.33,0.152,0.031,0.177,0.563,3.565e-4,0,0,0,0,0.035,0.007,10,80,88.1782046706,0.0022517241,2.419,14.921,1012,340.341,0.05,0.018
0.501,14.809,56.852,98.566,56.852,98.686,0.005,1.332e-6,0.005,0.0165813986,0.291,4.851,28.590593977,-80.6151617749,9.792,0.1718873385,-6.9958146785e-6,16.9595507359,-0.0160199,4992,364,0.923,0.006,119.2,84.1,3.506,0.167,6.496e6,549.424,7.993,0.514,0.514,0.33,0.153,0.031,0.025,0.054,-9.415e-5,0,0,0,0,0.034,0.007,10,80,87.3760637575,0.002647065,2.441,14.904,1012,340.331,0.05,0.018
0.551,17.772,61.67,96.3,61.673,96.54,0.026,2.872e-6,0.026,0.0063254541,0.582,6.806,28.590593977,-80.6151617749,9.792,0.6875493542,0,-15.8136351456,-0.002240265,4979,351,0.918,0.006,118.5,83.9,3.46,0.181,7.044e6,538.732,9.427,0.514,0.515,0.33,0.154,0.031,0.123,0.449,3.42e-4,0,0,0,0,-0.026,0.008,10,80,86.5739228443,0.0030693349,2.372,14.884,1011,340.319,0.05,0.018
0.601,20.972,66.327,93.046,66.334,93.421,0.064,5.564e-6,0.064,0.0049663982,0.96,8.363,28.590593977,-80.6151617749,9.792,1.2032113698,-1.3567640589e-5,-11.9748179182,0.0011092463,4966,339,0.913,0.006,118,83.8,3.419,0.195,7.576e6,523.365,10.951,0.515,0.517,0.329,0.154,0.031,0.22,0.766,-1.325e-4,0,0,0,0,-0.013,0.008,10,80,85.8290777106,0.003122047,2.419,14.864,1011,340.306,0.05,0.019
0.64,23.62,69.782,88.815,69.794,89.276,0.108,8.64e-6,0.108,0.0045871001,1.295,9.059,28.590593977,-80.6151617749,9.792,1.4896902673,-8.9610599158e-6,-7.2192682186,4.614602082e-4,4957,330,0.909,0.006,117.7,83.7,3.403,0.205,7.97e6,502.991,12.16,0.515,0.519,0.329,0.155,0.031,0.271,0.926,-4.227e-4,0,0,0,0,-0.004,0.009,10,80,85.4853030335,0.0030378222,2.404,14.846,1010,340.296,0.039,0.019
0.669,25.692,72.3,86.345,72.317,86.842,0.15,1.156e-5,0.15,0.0044306826,1.561,9.279,28.590593977,-80.6151617749,9.792,1.5469860469,-1.3556181433e-6,-2.9220847552,-9.3793191063e-4,4950,323,0.906,0.006,117.7,83.6,3.407,0.213,8.257e6,491.141,13.07,0.516,0.519,0.329,0.155,0.031,0.283,0.964,1.325e-4,0,0,0,0,-6.374e-4,0.009,10,80,85.313415695,0.0028115039,2.385,14.833,1010,340.288,0.029,0.019
0.695,27.604,74.499,84.395,74.521,84.894,0.193,1.462e-5,0.193,0.0043332798,1.8,9.195,28.590593977,-80.6151617749,9.792,1.4896902673,-2.2282328653e-6,1.1459155903,-0.0018626858,4944,317,0.904,0.006,117.7,83.5,3.421,0.219,8.507e6,481.74,13.879,0.516,0.52,0.329,0.156,0.032,0.273,0.933,-5.396e-5,0,0,0,0,9.393e-5,0.01,10,80,85.313415695,0.0024619996,2.365,14.821,1010,340.28,0.026,0.02
0.72,29.517,76.581,82.238,76.608,82.706,0.242,1.796e-5,0.242,0.0042559305,2.026,8.781,28.590593977,-80.6151617749,9.792,1.3178029288,1.2043572854e-6,5.0420285972,7.0760287699e-4,4939,311,0.902,0.006,117.9,83.4,3.449,0.225,8.744e6,471.185,14.656,0.517,0.519,0.329,0.156,0.032,0.239,0.822,-3.34e-4,0,0,0,0,0.002,0.01,10,80,85.3707114745,0.0021543213,2.387,14.808,1010,340.273,0.025,0.02
0.747,31.623,78.752,80.007,78.784,80.411,0.3,2.188e-5,0.3,0.004180873,2.252,8.055,28.590593977,-80.6151617749,9.792,1.0313240312,-3.8749135685e-6,8.708958486,-0.001560737,4933,305,0.899,0.006,118.2,83.4,3.489,0.232,8.992e6,460.19,15.479,0.517,0.519,0.329,0.156,0.032,0.185,0.64,-1.005e-5,0,0,0,0,0.005,0.01,10,80,85.5998945925,0.001859821,2.422,14.794,1010,340.264,0.027,0.021
0.78,34.259,81.302,77.402,81.341,77.713,0.378,2.704e-5,0.378,0.0040972212,2.497,6.947,28.590593977,-80.6151617749,9.792,0.6302535746,-9.3392120606e-6,12.0894094773,-0.0034142555,4926,298,0.896,0.006,118.7,83.3,3.542,0.239,9.281e6,447.327,16.479,0.517,0.518,0.329,0.157,0.032,0.115,0.399,9.74e-5,0,0,0,0,0.009,0.01,10,80,85.9436692696,0.0011356023,2.376,14.777,1009,340.254,0.033,0.021
0.83,38.366,84.973,74.192,85.019,74.36,0.509,3.52e-5,0.509,0.0039625761,2.787,4.992,28.590593977,-80.6151617749,9.792,0.0164954549,-8.8006317332e-6,-13.9801702012,-0.114591559,4916,288,0.892,0.006,119.5,83.1,3.631,0.25,9.697e6,431.562,17.993,0.518,0.518,0.329,0.157,0.032,0.003,0.021,2.342e-4,0,0,0,0,-0.011,0.011,10,80,86.5739228443,-9.1329472544e-4,2.323,14.751,1009,340.238,0.049,0.021
0.88,42.703,88.495,70.392,88.545,70.457,0.653,4.333e-5,0.653,0.0037992831,2.978,3.025,28.590593977,-80.6151617749,9.792,0.6302535746,3.3243011273e-5,-11.2872685641,-0.0088693867,4906,278,0.888,0.006,118.8,83,3.575,0.261,1.01e7,413.188,19.557,0.519,0.519,0.328,0.158,0.032,0.111,0.405,2.345e-4,0,0,0,0,-0.006,0.011,10,80,87.2614721984,-0.0021411433,2.288,14.722,1008,340.221,0.05,0.022
0.919,46.229,91.146,67.535,91.198,67.562,0.772,4.933e-5,0.772,0.0036600544,3.068,1.9,28.590593977,-80.6151617749,9.792,0.9167324722,-1.1052355868e-5,-6.2452399669,-0.002212763,4898,271,0.885,0.006,118.4,82.9,3.552,0.268,1.04e7,399.624,20.788,0.519,0.521,0.328,0.159,0.032,0.166,0.592,1.598e-5,0,0,0,0,-0.002,0.012,10,80,87.6052468755,-1.1378941811e-4,2.251,14.7,1008,340.207,0.039,0.022
0.945,48.61,92.787,63.655,92.839,63.671,0.852,5.333e-5,0.852,0.0035855699,3.108,1.444,28.590593977,-80.6151617749,9.792,0.9740282517,1.1350293922e-6,-1.9480565034,-0.0044702167,4894,266,0.883,0.006,118.4,82.9,3.552,0.273,1.058e7,381.001,21.56,0.52,0.521,0.328,0.159,0.032,0.177,0.63,3.32e-4,0,0,0,0,-1.73e-4,0.012,10,80,87.7198384345,0.0022070334,2.219,14.684,1008,340.197,0.026,0.022
0.968,50.82,94.111,56.004,94.163,56.016,0.926,5.715e-5,0.926,0.0035362955,3.134,1.161,28.590593977,-80.6151617749,9.792,0.9167324722,-1.3218136334e-6,2.0626480625,-0.002240265,4890,262,0.881,0.006,118.4,82.8,3.563,0.277,1.073e7,343.884,22.176,0.52,0.521,0.328,0.159,0.032,0.169,0.603,3.177e-4,0,0,0,0,1.849e-4,0.012,10,80,87.7198384345,0.0041258691,2.201,14.67,1007,340.189,0.024,0.023
0.992,53.089,95.258,47.842,95.311,47.854,1.001,6.132e-5,1.001,0.0035082206,3.157,1.107,28.590593977,-80.6151617749,9.792,0.8021409132,3.5706729793e-6,5.8441695103,1.5372457643e-5,4887,259,0.88,0.006,118.6,82.8,3.583,0.28,1.086e7,304.326,22.708,0.52,0.521,0.328,0.16,0.033,0.145,0.519,-3.863e-4,0,0,0,0,0.001,0.012,10,80,87.6052468755,0.0054597148,2.186,14.655,1007,340.18,0.024,0.023
1.019,55.691,96.279,37.418,96.332,37.438,1.087,6.647e-5,1.087,0.003501918,3.183,1.236,28.590593977,-80.6151617749,9.792,0.5729577951,2.7696779817e-6,9.2819162811,-0.0027582188,4883,256,0.879,0.006,118.9,82.7,3.617,0.283,1.097e7,253.749,23.174,0.52,0.521,0.328,0.16,0.033,0.099,0.354,1.033e-4,0,0,0,0,0.004,0.012,10,80,87.3760637575,0.0059243836,2.141,14.638,1007,340.17,0.027,0.024
1.058,59.464,97.245,24.343,97.298,24.395,1.212,7.471e-5,1.212,0.0035311389,3.228,1.594,28.590593977,-80.6151617749,9.792,0.114591559,-3.3243011273e-6,11.5164516821,-0.0291291743,4880,252,0.877,0.006,119.4,82.7,3.673,0.286,1.108e7,190.368,23.614,0.521,0.521,0.328,0.16,0.033,0.021,0.071,-4.515e-4,0,0,0,0,0.005,0.012,10,80,86.9749933009,0.0066634992,2.108,14.613,1006,340.155,0.039,0.024
1.108,64.338,97.733,9.51,97.789,9.671,1.375,8.698e-5,1.375,0.0036239581,3.294,1.757,28.590593977,-80.6151617749,9.792,0.3437746771,6.5317188645e-6,-10.3705360919,-0.0093048346,4877,249,0.876,0.006,119.1,82.6,3.652,0.288,1.113e7,118.352,23.86,0.521,0.521,0.328,0.16,0.033,0.06,0.222,-3.409e-4,0,0,0,0,-0.004,0.013,10,80,86.4020355057,0.00665204,2.245,14.582,1006,340.135,0.05,0.024
1.158,69.224,97.675,-1.171,97.734,2.134,1.542,1.012e-4,1.542,0.003760895,3.37,1.784,28.590593977,-80.6151617749,9.792,0.6875493542,-9.1673247221e-6,-4.8701412586,-0.0013206677,4875,248,0.875,0.006,118.7,82.6,3.611,0.288,1.112e7,66.394,23.855,0.521,0.521,0.328,0.16,0.033,0.127,0.461,3.809e-4,0,0,0,0,-9.758e-4,0.013,10,80,86.0009650491,0.0055857655,2.193,14.55,1005,340.116,0.05,0.025
1.186,71.956,97.45,-8.045,97.509,8.17,1.637,1.098e-4,1.637,0.0038439738,3.41,1.422,28.590593977,-80.6151617749,9.792,0.8021409132,-2.1984390599e-6,-0.7448451337,-0.0076719049,4875,247,0.875,0.006,118.6,82.6,3.603,0.287,1.109e7,32.739,23.745,0.521,0.522,0.328,0.16,0.033,0.14,0.504,-2.073e-4,0,0,0,0,-2.164e-5,0.012,10,80,85.9436692696,0.0037574572,2.196,14.532,1005,340.105,0.028,0.025
1.213,74.539,97.164,-10.733,97.225,10.795,1.727,1.183e-4,1.727,0.0039224691,3.441,1.149,28.590593977,-80.6151617749,9.792,0.7448451337,-3.3477923969e-6,3.1512678732,-0.0081474598,4875,247,0.875,0.006,118.7,82.6,3.608,0.286,1.106e7,19.417,23.594,0.521,0.521,0.328,0.16,0.033,0.132,0.475,-6.111e-5,0,0,0,0,4.067e-4,0.012,10,80,85.9436692696,0.0020615021,2.167,14.515,1005,340.095,0.027,0.026
1.241,77.294,96.801,-12.752,96.863,12.776,1.826,1.274e-4,1.826,0.0039998184,3.467,0.782,28.590593977,-80.6151617749,9.792,0.6302535746,-2.4883557043e-6,6.8181977621,-0.0051296911,4874,247,0.875,0.006,118.8,82.6,3.623,0.285,1.101e7,9.266,23.395,0.52,0.521,0.328,0.16,0.033,0.108,0.389,8.222e-5,0,0,0,0,0.002,0.012,10,80,86.1155566082,1.5865201347e-4,2.099,14.498,1004,340.084,0.028,0.026
# Event BURNOUT occurred at t=1.274 seconds
# Event EJECTION_CHARGE occurred at t=1.274 seconds
1.274,80.444,96.345,-13.936,96.408,13.938,1.939,1.379e-4,1.939,0.0040748758,3.482,0.218,28.590593977,-80.6151617749,9.792,0.2864788976,-1.6208976024e-5,9.6829867377,-0.010250215,4874,247,0.875,0.006,119.2,82.6,3.658,0.284,1.096e7,3.06,23.146,0.52,0.521,0.328,0.16,0.033,0.054,0.193,2.998e-4,0,0,0,0,0.004,0.012,10,80,86.4020355057,-0.0017074142,2.102,14.477,1004,340.072,0.033,0.026
1.323,85.141,95.636,-14.442,95.699,14.455,2.109,1.531e-4,2.109,0.0041596736,3.47,0.605,28.590593977,-80.6151617749,9.792,0.2291831181,3.4669676183e-7,-9.7402825172,-0.0168564183,4874,247,0.875,0.006,119.3,82.6,3.669,0.282,1.087e7,0,22.788,0.52,0.52,0.328,0.16,0.033,0.038,0.142,-2.733e-4,0,0,0,0,-0.004,0.012,10,80,86.8604017418,-0.0036932859,2.132,14.447,1003,340.054,0.049,0.027
1.373,89.904,94.916,-14.348,94.978,14.396,2.282,1.679e-4,2.282,0.0042169694,3.422,1.167,28.590593977,-80.6151617749,9.792,0.5729577951,8.9152232922e-6,-5.7295779513,-0.0085714486,4874,247,0.875,0.006,118.8,82.6,3.624,0.28,1.079e7,0,22.45,0.52,0.521,0.328,0.159,0.033,0.106,0.384,4.493e-4,0,0,0,0,-0.001,0.012,10,80,87.2614721984,-0.0027158199,2.101,14.416,1003,340.035,0.05,0.027
1.408,93.265,94.408,-14.294,94.468,14.353,2.402,1.78e-4,2.402,0.0042461902,3.377,1.293,28.590593977,-80.6151617749,9.792,0.6875493542,6.7838202943e-6,-1.4896902673,-0.0098491445,4874,247,0.875,0.006,118.7,82.6,3.612,0.278,1.073e7,0,22.204,0.52,0.521,0.328,0.159,0.033,0.123,0.444,-6.899e-5,0,0,0,0,-9.737e-5,0.012,10,80,87.433359537,9.3965078401e-4,2.03,14.394,1002,340.022,0.036,0.027
1.44,96.283,93.95,-14.253,94.01,14.298,2.51,1.872e-4,2.51,0.0042725463,3.338,1.143,28.590593977,-80.6151617749,9.792,0.5729577951,2.7840019265e-6,2.2918311805,-0.0038193367,4874,247,0.875,0.006,118.8,82.6,3.622,0.277,1.067e7,0,21.968,0.52,0.52,0.328,0.159,0.032,0.107,0.388,2.007e-5,0,0,0,0,2.269e-4,0.012,10,80,87.3760637575,0.0043120804,1.92,14.374,1002,340.01,0.032,0.028
1.478,99.781,93.419,-14.208,93.477,14.234,2.634,1.981e-4,2.634,0.0043103615,3.3,0.86,28.590593977,-80.6151617749,9.792,0.4010704566,2.7513433322e-6,5.6149863923,-0.0101470826,4874,247,0.875,0.006,119,82.6,3.643,0.275,1.061e7,0,21.695,0.52,0.52,0.328,0.159,0.032,0.074,0.269,-2.27e-4,0,0,0,0,0.001,0.012,10,80,87.2614721984,0.0079469246,1.879,14.351,1002,339.996,0.037,0.028
1.528,104.434,92.71,-14.157,92.768,14.162,2.798,2.139e-4,2.798,0.0043808353,3.27,0.38,28.590593977,-80.6151617749,9.792,0.114591559,-9.9236290117e-6,7.6776344548,-0.0368239975,4874,247,0.875,0.006,119.4,82.6,3.681,0.273,1.052e7,0,21.342,0.52,0.52,0.328,0.159,0.032,0.016,0.055,-1.651e-4,0,0,0,0,0.003,0.012,10,80,86.9176975213,0.0105997192,1.895,14.321,1001,339.978,0.05,0.028
